source_file,output_file,width,height,processing_step,method,clahe_clip_limit,clahe_tile_grid_size
api\.runtime\jobs\b71c63ab0ce14c2293cb3909ea3f998a\working_png\IMG_0502.png,api\.runtime\jobs\b71c63ab0ce14c2293cb3909ea3f998a\processed\01_illumination_normalized\IMG_0502.png,3024,4032,01_illumination_normalization,LAB_CLAHE,2.0,16x16
