source_file,output_file,width,height,processing_step,method,clahe_clip_limit,clahe_tile_grid_size
api/.runtime/jobs/5391ceb04a694242bf1938de930310da/working_png/IMG_0511.png,api/.runtime/jobs/5391ceb04a694242bf1938de930310da/processed/01_illumination_normalized/IMG_0511.png,3024,4032,01_illumination_normalization,LAB_CLAHE,2.0,16x16
