source_file,grayscale_file,grayscale_bgr2gray_file,grayscale_lab_l_file,grayscale_ycrcb_y_file,gaussian_file,bilateral_file,width,height,processing_step,grayscale_method,gaussian_kernel_size,gaussian_sigma_x,bilateral_diameter,bilateral_sigma_color,bilateral_sigma_space
api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\01_illumination_normalized\IMG_0506.png,api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\02_grayscale_blur\grayscale\IMG_0506.png,api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\02_grayscale_blur\grayscale_bgr2gray\IMG_0506.png,api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\02_grayscale_blur\grayscale_lab_l\IMG_0506.png,api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\02_grayscale_blur\grayscale_ycrcb_y\IMG_0506.png,api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\02_grayscale_blur\gaussian_blur\IMG_0506.png,api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\02_grayscale_blur\bilateral_filter\IMG_0506.png,3024,4032,02_grayscale_and_blur,bgr2gray,7,2.0,15,75.0,75.0
