source_file,output_file,width,height,processing_step,method,clahe_clip_limit,clahe_tile_grid_size
api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\working_png\IMG_0506.png,api\.runtime\jobs\9b37ec36e2b54314a19deb0fea2cc5df\processed\01_illumination_normalized\IMG_0506.png,3024,4032,01_illumination_normalization,LAB_CLAHE,2.0,16x16
